Train_ID,Train_Type,Priority,Section_ID,Scheduled_Arrival,Scheduled_Departure,Delay_Mins,Junction_Ahead,Platform_Avail,Track_Capacity,Signal_Status,Maintenance_Block,Disruption,Conflict_Flag,Throughput_Target,Hour
15278,Local,High,SEC_16,05:16,11:38,16,No,2,2,Yellow,No,None,1,11,5
15279,Express,Medium,SEC_26,11:04,11:34,30,No,1,2,Green,No,None,0,12,11
15280,Local,Low,SEC_29,01:40,17:18,12,Yes,0,2,Green,No,None,0,19,1
15281,Freight,Low,SEC_29,01:53,04:13,29,No,1,1,Red,No,None,0,17,1
15282,Freight,High,SEC_06,19:45,22:39,9,No,2,2,Green,No,Congestion,0,12,19
15283,Local,High,SEC_37,21:46,21:46,13,Yes,2,4,Green,No,None,0,18,21
15284,Freight,High,SEC_33,01:27,15:49,0,Yes,0,4,Green,No,None,0,15,1
15285,Passenger,Medium,SEC_31,17:43,10:01,22,Yes,2,3,Yellow,Yes,None,1,19,17
15286,Passenger,Medium,SEC_46,06:47,09:42,5,Yes,2,3,Red,No,None,0,18,6
15287,Freight,Medium,SEC_41,18:34,04:58,3,No,2,2,Yellow,No,Congestion,1,11,18
15288,Freight,Medium,SEC_18,14:46,20:48,18,Yes,1,1,Green,No,Breakdown,1,11,14
15289,Passenger,High,SEC_38,06:39,00:24,14,No,0,3,Yellow,No,None,0,20,6
15290,Freight,Medium,SEC_47,06:02,13:46,20,Yes,1,4,Yellow,No,Congestion,0,12,6
15291,Freight,Medium,SEC_31,18:22,06:39,20,No,0,4,Red,No,None,0,20,18
15292,Local,Medium,SEC_16,18:17,15:44,26,No,2,2,Green,No,None,0,13,18
15293,Express,Medium,SEC_40,06:18,04:02,18,Yes,2,3,Green,No,None,0,17,6
15294,Passenger,Medium,SEC_37,04:54,12:18,29,No,4,4,Green,No,None,0,12,4
15295,Local,High,SEC_14,12:33,11:18,21,Yes,2,2,Green,No,None,0,10,12
15296,Express,High,SEC_39,23:17,16:10,11,Yes,0,3,Yellow,No,None,0,17,23
15297,Freight,High,SEC_04,03:35,02:01,13,Yes,3,1,Green,No,Weather,0,12,3
15298,Freight,High,SEC_30,07:42,23:57,2,Yes,0,1,Green,No,None,0,13,7
15299,Local,Medium,SEC_33,00:59,13:25,28,No,2,1,Green,No,Congestion,0,10,0
15300,Freight,High,SEC_36,08:37,21:52,3,No,2,1,Green,No,Congestion,0,20,8
15301,Maintenance,High,SEC_30,03:37,16:33,2,No,3,3,Green,No,None,0,14,3
15302,Local,Medium,SEC_14,12:21,17:54,27,No,2,3,Green,No,None,0,10,12
15303,Express,Medium,SEC_23,08:26,14:11,11,Yes,4,1,Green,No,None,1,19,8
15304,Local,Medium,SEC_48,13:43,15:15,21,No,3,4,Red,No,Weather,0,10,13
15305,Passenger,Medium,SEC_28,03:39,06:05,29,No,1,3,Yellow,No,Congestion,0,20,3
15306,Local,Medium,SEC_07,16:53,13:07,8,No,4,2,Yellow,No,None,0,18,16
15307,Freight,Low,SEC_42,04:02,19:24,18,No,0,4,Yellow,No,None,1,18,4
15308,Freight,High,SEC_10,03:39,23:18,15,No,4,4,Yellow,No,None,1,10,3
15309,Maintenance,Medium,SEC_04,15:10,18:59,29,No,4,4,Green,Yes,None,0,19,15
15310,Maintenance,Low,SEC_44,01:07,11:08,0,Yes,2,1,Green,No,None,0,12,1
15311,Maintenance,Low,SEC_38,06:00,08:28,13,Yes,1,4,Red,No,None,0,14,6
15312,Express,High,SEC_13,01:54,04:25,12,No,3,3,Green,No,None,0,10,1
15313,Maintenance,Medium,SEC_21,12:42,13:32,22,No,4,4,Green,No,None,0,13,12
15314,Express,High,SEC_33,02:33,02:10,11,No,2,4,Green,No,None,1,13,2
15315,Maintenance,Medium,SEC_40,15:00,20:03,4,Yes,4,2,Green,No,None,0,13,15
15316,Express,Medium,SEC_28,06:34,19:32,19,No,1,2,Green,No,Weather,1,11,6
15317,Local,Medium,SEC_23,21:47,05:27,2,Yes,3,3,Yellow,No,None,0,16,21
15318,Local,Medium,SEC_32,23:05,09:58,22,No,2,4,Green,No,None,0,13,23
15319,Freight,Medium,SEC_48,13:54,03:48,1,Yes,4,1,Green,No,None,1,19,13
15320,Express,Medium,SEC_05,10:30,21:52,10,No,1,2,Green,No,None,1,15,10
15321,Passenger,Low,SEC_26,21:54,04:01,19,Yes,0,1,Green,No,Weather,0,18,21
15322,Freight,Medium,SEC_39,20:56,00:15,1,No,0,3,Red,No,None,0,14,20
15323,Local,High,SEC_26,18:21,06:20,15,Yes,1,3,Green,No,Weather,0,14,18
15324,Express,Medium,SEC_03,00:20,02:45,25,Yes,3,4,Yellow,No,Weather,0,14,0
15325,Maintenance,High,SEC_24,12:19,21:50,7,Yes,4,3,Green,No,None,0,14,12
15326,Passenger,Medium,SEC_34,08:26,15:21,2,Yes,4,4,Green,No,None,1,14,8
15327,Local,Low,SEC_34,10:32,05:56,20,No,1,1,Red,No,Congestion,1,18,10
15328,Freight,Low,SEC_20,12:51,23:32,26,No,4,1,Green,No,None,0,11,12
15329,Express,Medium,SEC_30,00:02,06:42,3,No,3,2,Yellow,No,Breakdown,1,18,0
15330,Passenger,High,SEC_42,19:16,17:40,30,Yes,1,2,Green,No,None,0,18,19
15331,Express,High,SEC_20,04:37,21:34,20,Yes,0,4,Green,No,None,0,18,4
15332,Maintenance,Medium,SEC_41,16:09,23:54,3,No,0,1,Green,No,Congestion,0,19,16
15333,Freight,High,SEC_18,10:44,07:39,7,No,2,3,Yellow,Yes,None,0,15,10
15334,Express,Medium,SEC_38,09:45,22:32,5,No,0,1,Yellow,No,None,0,17,9
15335,Local,High,SEC_20,12:30,09:14,13,No,4,2,Red,No,None,0,19,12
15336,Freight,Medium,SEC_06,03:51,09:25,14,No,3,3,Red,Yes,None,1,13,3
15337,Local,High,SEC_42,16:17,07:52,28,Yes,3,2,Green,No,None,0,20,16
15338,Express,Low,SEC_25,10:41,01:17,16,No,2,3,Green,No,None,0,14,10
15339,Freight,Medium,SEC_41,20:17,01:24,4,Yes,4,1,Green,No,Breakdown,0,17,20
15340,Local,Medium,SEC_41,18:40,20:50,0,Yes,1,2,Green,No,None,0,19,18
15341,Maintenance,High,SEC_03,04:32,21:08,11,No,2,3,Green,No,Congestion,1,10,4
15342,Maintenance,Medium,SEC_44,04:02,09:29,18,Yes,4,2,Green,No,None,0,17,4
15343,Express,High,SEC_43,00:18,03:20,11,No,1,1,Green,Yes,None,0,18,0
15344,Freight,Medium,SEC_46,05:09,00:42,10,Yes,0,2,Red,No,None,0,18,5
15345,Passenger,Low,SEC_19,04:11,21:01,21,No,0,2,Red,No,Weather,0,14,4
15346,Freight,Medium,SEC_10,11:16,22:30,8,Yes,1,4,Yellow,No,None,0,13,11
15347,Maintenance,Medium,SEC_05,01:52,03:46,18,No,2,3,Yellow,Yes,None,0,18,1
15348,Local,Medium,SEC_22,13:43,19:24,27,No,1,4,Green,No,None,0,20,13
15349,Passenger,Low,SEC_09,12:36,12:00,27,Yes,4,3,Green,No,None,0,10,12
15350,Express,Low,SEC_33,04:16,21:01,27,Yes,1,4,Green,No,None,1,15,4
15351,Passenger,Medium,SEC_15,04:55,05:06,30,Yes,4,1,Green,No,None,0,19,4
15352,Express,Medium,SEC_24,18:03,18:03,28,No,4,4,Green,No,None,0,15,18
15353,Passenger,Medium,SEC_30,06:54,17:54,3,No,0,4,Green,No,Breakdown,0,12,6
15354,Express,High,SEC_36,16:42,08:52,12,Yes,4,3,Yellow,Yes,None,0,14,16
15355,Express,Medium,SEC_39,05:44,10:04,9,Yes,3,4,Green,No,None,0,18,5
15356,Passenger,Medium,SEC_06,11:29,23:00,0,No,0,3,Green,No,Breakdown,0,19,11
15357,Passenger,High,SEC_15,04:55,01:54,9,No,0,2,Green,Yes,None,0,18,4
15358,Express,High,SEC_38,09:10,02:53,17,Yes,1,1,Red,No,Congestion,0,20,9
15359,Maintenance,Medium,SEC_39,08:57,16:31,28,No,4,1,Red,No,None,0,16,8
15360,Passenger,Low,SEC_22,12:34,23:01,12,Yes,1,3,Green,No,Weather,0,14,12
15361,Freight,Medium,SEC_03,16:29,00:33,6,Yes,4,2,Green,No,Breakdown,0,16,16
15362,Local,Medium,SEC_29,17:36,07:44,7,No,0,1,Green,No,Weather,0,19,17
15363,Express,Medium,SEC_29,15:29,13:52,16,Yes,3,1,Red,No,None,1,11,15
15364,Express,Medium,SEC_31,22:15,11:08,24,No,0,2,Green,No,None,0,20,22
15365,Local,Medium,SEC_45,10:53,18:55,21,Yes,2,4,Green,No,None,0,17,10
15366,Maintenance,Medium,SEC_02,03:40,19:06,0,Yes,1,3,Green,No,None,0,16,3
15367,Local,High,SEC_35,14:11,09:55,15,No,3,3,Red,No,Breakdown,0,17,14
15368,Passenger,Medium,SEC_45,15:03,02:18,30,Yes,1,4,Green,No,None,0,11,15
15369,Local,High,SEC_09,02:58,16:39,19,No,4,3,Green,No,None,0,15,2
15370,Express,Medium,SEC_22,20:35,17:06,3,No,1,2,Green,No,None,0,11,20
15371,Local,Low,SEC_19,01:50,06:29,22,Yes,0,2,Green,No,None,0,17,1
15372,Freight,High,SEC_50,06:27,22:19,16,No,0,1,Green,No,Breakdown,0,11,6
15373,Passenger,Medium,SEC_37,01:32,22:25,12,Yes,1,4,Green,No,None,0,10,1
15374,Local,Medium,SEC_10,17:59,15:46,9,No,4,2,Yellow,No,None,0,19,17
15375,Express,Low,SEC_46,07:07,13:47,8,Yes,4,3,Green,No,Breakdown,1,18,7
15376,Passenger,Medium,SEC_21,09:49,23:08,13,No,3,1,Green,No,Breakdown,0,15,9
15377,Express,Medium,SEC_17,21:26,22:53,16,No,0,2,Green,No,Weather,1,15,21
15378,Maintenance,Low,SEC_03,10:26,20:09,25,No,1,4,Yellow,Yes,None,0,20,10
15379,Freight,Medium,SEC_07,22:00,14:57,2,Yes,3,2,Green,No,Weather,0,15,22
15380,Maintenance,Medium,SEC_41,06:27,22:09,0,No,2,1,Green,No,None,0,10,6
15381,Freight,Medium,SEC_37,07:56,01:36,0,Yes,3,3,Yellow,No,None,1,17,7
15382,Local,Low,SEC_36,13:23,07:37,19,No,2,4,Yellow,No,None,0,13,13
15383,Passenger,High,SEC_03,18:39,05:00,1,No,2,3,Yellow,No,Congestion,0,10,18
15384,Local,Medium,SEC_13,18:53,15:17,29,Yes,3,2,Green,No,None,1,10,18
15385,Freight,Medium,SEC_41,03:54,02:06,15,No,0,4,Yellow,No,None,0,10,3
15386,Freight,Medium,SEC_30,23:41,11:41,8,No,3,1,Green,No,Breakdown,1,16,23
15387,Freight,Medium,SEC_23,21:09,21:52,13,No,3,2,Green,No,None,0,15,21
15388,Express,Medium,SEC_07,03:07,09:22,0,No,0,1,Yellow,No,None,0,16,3
15389,Passenger,High,SEC_30,06:57,08:26,2,Yes,0,2,Yellow,No,Weather,0,16,6
15390,Local,Medium,SEC_29,14:07,10:50,17,No,0,3,Yellow,No,Weather,0,14,14
15391,Local,Medium,SEC_08,09:38,07:27,0,Yes,0,1,Yellow,Yes,None,0,16,9
15392,Maintenance,Low,SEC_10,18:34,17:35,10,Yes,0,3,Green,No,None,0,11,18
15393,Freight,High,SEC_33,08:47,01:12,24,Yes,0,3,Red,No,None,0,20,8
15394,Freight,Low,SEC_20,13:31,22:45,4,Yes,3,1,Red,No,None,0,10,13
15395,Freight,Medium,SEC_29,06:43,19:29,10,No,1,4,Green,Yes,None,0,19,6
15396,Local,High,SEC_29,00:47,21:23,5,No,1,1,Green,No,Congestion,1,14,0
15397,Maintenance,Medium,SEC_21,02:26,14:29,23,No,1,2,Green,No,None,1,10,2
15398,Express,High,SEC_01,00:05,12:37,6,No,3,1,Yellow,No,None,0,16,0
15399,Passenger,Low,SEC_34,01:06,19:05,12,No,0,2,Green,No,Weather,0,11,1
15400,Express,Low,SEC_44,07:44,00:46,22,No,2,1,Yellow,No,None,0,14,7
15401,Local,High,SEC_32,15:28,05:58,15,No,0,3,Green,No,Congestion,0,12,15
15402,Freight,High,SEC_45,21:52,14:14,24,Yes,4,1,Red,No,None,1,10,21
15403,Passenger,Medium,SEC_14,09:03,13:41,2,Yes,0,4,Yellow,No,None,1,19,9
15404,Local,Medium,SEC_37,23:52,07:35,25,Yes,1,1,Yellow,No,None,0,12,23
15405,Local,Medium,SEC_35,12:16,21:37,14,No,0,2,Yellow,No,None,0,13,12
15406,Local,Medium,SEC_24,07:07,19:23,30,No,0,2,Green,Yes,None,0,18,7
15407,Passenger,Medium,SEC_49,22:06,20:27,7,No,4,4,Green,No,Weather,0,13,22
15408,Passenger,High,SEC_01,23:00,16:22,21,No,2,4,Green,No,None,1,16,23
15409,Maintenance,Low,SEC_46,14:46,23:53,23,No,2,3,Yellow,No,None,0,15,14
15410,Maintenance,Low,SEC_06,18:35,06:43,19,No,1,4,Yellow,No,None,0,20,18
15411,Express,Medium,SEC_49,05:41,22:03,15,Yes,2,1,Green,No,None,0,10,5
15412,Passenger,Low,SEC_04,11:25,13:03,16,No,1,2,Green,No,None,0,14,11
15413,Passenger,High,SEC_38,03:05,15:27,26,No,3,4,Green,No,None,0,14,3
15414,Passenger,High,SEC_01,13:12,00:49,12,Yes,4,4,Red,No,None,1,19,13
15415,Maintenance,Medium,SEC_41,21:52,18:52,2,No,0,1,Green,No,Weather,0,13,21
15416,Local,Medium,SEC_31,02:20,09:24,25,No,4,3,Green,Yes,Weather,1,11,2
15417,Freight,Medium,SEC_36,14:02,04:12,2,No,2,2,Green,No,Weather,0,18,14
15418,Maintenance,Low,SEC_09,04:44,05:29,12,Yes,0,3,Green,No,Congestion,0,10,4
15419,Passenger,Low,SEC_41,14:16,22:35,16,No,4,4,Red,No,Breakdown,1,17,14
15420,Maintenance,Medium,SEC_45,05:54,15:07,29,No,4,2,Green,No,Breakdown,1,15,5
15421,Express,Medium,SEC_23,17:34,15:10,28,No,1,4,Green,No,None,0,18,17
15422,Passenger,High,SEC_31,08:07,21:58,13,Yes,3,1,Green,No,None,0,13,8
15423,Express,High,SEC_29,19:10,00:21,29,No,4,2,Green,No,None,0,18,19
15424,Passenger,Medium,SEC_49,23:42,17:35,4,No,0,3,Green,No,None,0,12,23
15425,Maintenance,Medium,SEC_21,07:53,10:19,28,No,3,2,Green,No,None,0,13,7
15426,Local,Medium,SEC_03,00:33,09:47,11,No,3,4,Green,No,None,0,18,0
15427,Freight,Medium,SEC_26,19:35,09:36,15,Yes,0,1,Green,No,None,0,11,19
15428,Express,Medium,SEC_06,01:56,17:21,5,No,3,1,Yellow,No,None,0,20,1
15429,Maintenance,High,SEC_20,01:12,10:34,8,No,2,3,Yellow,No,Congestion,0,11,1
15430,Local,Medium,SEC_47,21:52,08:14,15,Yes,3,3,Green,No,Weather,0,20,21
15431,Maintenance,High,SEC_46,19:05,21:50,23,Yes,1,4,Yellow,No,Congestion,0,16,19
15432,Express,High,SEC_13,03:24,18:36,3,Yes,3,2,Yellow,No,None,0,14,3
15433,Freight,Medium,SEC_41,14:54,05:35,5,Yes,4,1,Green,No,Congestion,0,10,14
15434,Maintenance,High,SEC_23,02:27,11:04,18,No,3,1,Red,No,None,0,13,2
15435,Passenger,Low,SEC_15,03:16,02:09,0,No,1,4,Green,No,None,0,12,3
15436,Local,High,SEC_46,05:33,12:03,24,Yes,1,2,Yellow,No,None,0,10,5
15437,Maintenance,High,SEC_31,19:12,23:39,7,No,3,2,Red,No,None,1,14,19
15438,Local,Medium,SEC_04,14:04,00:51,5,No,2,3,Red,Yes,Congestion,0,12,14
15439,Passenger,Medium,SEC_11,23:50,01:35,2,No,3,3,Red,No,None,0,13,23
15440,Freight,High,SEC_02,05:16,20:32,26,Yes,0,2,Yellow,No,None,0,12,5
15441,Freight,High,SEC_16,00:01,20:38,20,No,1,4,Yellow,No,None,0,11,0
15442,Passenger,Low,SEC_31,00:39,04:54,13,Yes,3,2,Green,No,Breakdown,0,14,0
15443,Local,Medium,SEC_48,03:17,12:56,29,Yes,2,2,Green,No,None,0,12,3
15444,Maintenance,Medium,SEC_39,22:23,12:39,24,Yes,2,1,Yellow,Yes,None,0,16,22
15445,Passenger,Medium,SEC_43,08:46,16:09,22,Yes,2,4,Green,No,Breakdown,0,12,8
15446,Express,High,SEC_44,15:20,09:01,1,Yes,4,4,Green,Yes,None,0,14,15
15447,Local,Medium,SEC_04,02:32,05:20,15,No,4,4,Green,No,None,0,10,2
15448,Freight,Medium,SEC_48,23:44,00:29,21,No,4,4,Yellow,No,None,1,12,23
15449,Passenger,Low,SEC_28,13:05,17:34,12,No,0,3,Yellow,No,None,1,20,13
15450,Freight,High,SEC_16,04:28,20:38,24,No,0,3,Yellow,No,None,0,10,4
15451,Local,Low,SEC_39,22:36,15:21,15,No,3,1,Green,No,Congestion,0,15,22
15452,Freight,High,SEC_25,03:20,02:05,10,Yes,4,3,Yellow,No,Weather,1,16,3
15453,Passenger,High,SEC_13,11:45,03:15,10,Yes,4,4,Green,No,None,0,19,11
15454,Local,High,SEC_05,22:13,02:35,15,No,0,2,Green,No,None,1,10,22
15455,Express,High,SEC_30,10:53,10:55,9,No,2,1,Green,No,None,0,15,10
15456,Passenger,Low,SEC_01,09:09,16:18,16,No,2,2,Green,No,None,0,17,9
15457,Maintenance,Medium,SEC_05,08:57,07:59,11,Yes,1,3,Yellow,No,None,0,12,8
15458,Passenger,High,SEC_14,01:13,13:25,4,No,3,4,Red,Yes,None,0,12,1
15459,Local,Low,SEC_11,06:16,15:24,24,No,3,1,Green,No,Breakdown,0,12,6
15460,Passenger,Low,SEC_34,23:19,18:47,11,No,4,3,Yellow,No,None,0,13,23
15461,Express,Medium,SEC_29,07:55,09:31,2,No,0,2,Green,No,Weather,1,13,7
15462,Express,Low,SEC_18,19:35,14:58,18,Yes,3,2,Yellow,No,None,0,19,19
15463,Maintenance,High,SEC_15,04:12,03:27,27,Yes,2,4,Green,Yes,Congestion,0,18,4
15464,Freight,Low,SEC_46,06:37,03:12,27,Yes,0,3,Green,No,None,0,14,6
15465,Local,Medium,SEC_25,16:05,11:14,9,Yes,4,1,Green,No,None,0,13,16
15466,Local,Low,SEC_30,18:24,22:12,15,Yes,4,1,Yellow,No,None,0,18,18
15467,Freight,Medium,SEC_45,02:40,05:57,24,Yes,3,1,Green,No,None,0,19,2
15468,Express,Medium,SEC_02,20:27,13:34,18,No,3,2,Green,No,Congestion,1,13,20
15469,Express,Medium,SEC_40,14:07,07:11,28,No,1,3,Yellow,No,None,1,10,14
15470,Passenger,High,SEC_27,22:57,13:04,10,No,3,1,Green,No,None,0,16,22
15471,Maintenance,Medium,SEC_49,14:00,01:41,24,No,3,1,Yellow,No,None,0,19,14
15472,Maintenance,High,SEC_15,07:22,02:54,15,Yes,2,1,Yellow,No,None,0,18,7
15473,Maintenance,Low,SEC_32,03:53,09:08,27,Yes,2,1,Red,No,None,0,17,3
15474,Passenger,High,SEC_20,09:15,16:59,9,Yes,0,1,Yellow,No,None,0,18,9
15475,Maintenance,Medium,SEC_14,17:03,05:58,14,Yes,3,3,Green,No,Weather,0,13,17
15476,Freight,Medium,SEC_27,07:35,08:54,2,No,3,2,Green,No,Weather,0,19,7
15477,Passenger,Low,SEC_03,09:51,02:06,23,No,4,4,Yellow,No,None,1,20,9
15478,Freight,Medium,SEC_49,03:15,11:49,9,Yes,2,3,Green,No,None,1,13,3
15479,Passenger,Medium,SEC_03,11:09,09:33,11,No,4,2,Green,No,None,0,20,11
15480,Maintenance,Low,SEC_13,10:33,16:02,29,No,3,2,Green,No,None,0,10,10
15481,Freight,Medium,SEC_25,15:54,00:39,8,No,2,3,Green,No,None,0,15,15
15482,Freight,Medium,SEC_18,18:43,12:10,18,Yes,3,2,Yellow,No,None,0,11,18
15483,Freight,Medium,SEC_01,03:48,07:19,0,No,1,2,Green,No,None,0,20,3
15484,Passenger,Low,SEC_39,11:30,00:33,12,No,4,2,Green,No,Congestion,0,18,11
15485,Local,Medium,SEC_05,15:34,17:49,24,No,2,2,Yellow,No,None,0,10,15
15486,Maintenance,High,SEC_02,01:25,08:06,6,Yes,2,1,Green,No,None,0,16,1
15487,Freight,Low,SEC_30,06:05,08:41,21,No,3,3,Yellow,No,None,0,20,6
15488,Local,Medium,SEC_17,00:46,01:04,27,No,3,3,Red,No,None,0,19,0
15489,Maintenance,Medium,SEC_29,11:44,16:01,19,No,0,4,Yellow,No,Breakdown,0,17,11
15490,Maintenance,Low,SEC_42,07:08,19:09,20,No,0,1,Red,No,None,0,14,7
15491,Freight,High,SEC_04,00:04,00:43,6,No,4,1,Green,No,None,0,10,0
15492,Freight,Medium,SEC_09,06:17,23:46,24,No,2,1,Green,No,Weather,1,10,6
15493,Passenger,Medium,SEC_21,21:39,05:13,5,No,3,4,Red,No,Weather,0,14,21
15494,Local,Low,SEC_43,23:25,13:14,11,No,4,3,Green,No,None,0,10,23
15495,Local,High,SEC_12,09:39,00:56,3,Yes,2,1,Green,No,None,0,18,9
15496,Freight,Medium,SEC_12,11:47,16:42,27,Yes,3,3,Green,No,Weather,0,19,11
15497,Maintenance,Low,SEC_50,11:53,14:19,19,No,0,4,Red,No,None,1,20,11
15498,Freight,High,SEC_04,21:26,15:20,9,Yes,2,1,Green,No,None,1,18,21
15499,Maintenance,High,SEC_28,02:17,08:28,30,No,3,3,Green,No,Breakdown,0,18,2
15500,Maintenance,Low,SEC_09,04:13,11:33,18,Yes,4,2,Green,No,None,0,16,4
15501,Freight,High,SEC_40,19:30,14:59,1,No,4,1,Yellow,No,None,0,19,19
15502,Express,Low,SEC_32,20:47,08:59,3,No,1,2,Red,No,None,0,18,20
15503,Local,High,SEC_13,21:58,15:29,14,No,2,1,Green,No,None,0,16,21
15504,Maintenance,Medium,SEC_34,05:47,16:51,5,Yes,4,3,Red,No,None,0,20,5
15505,Maintenance,Medium,SEC_19,19:13,22:03,0,No,2,2,Green,No,None,0,20,19
15506,Express,Medium,SEC_14,19:55,07:31,17,No,4,2,Green,No,None,0,10,19
15507,Passenger,Medium,SEC_05,04:45,06:37,7,Yes,2,2,Yellow,No,None,1,19,4
15508,Express,Medium,SEC_27,10:52,04:41,12,No,2,1,Green,No,None,0,14,10
15509,Express,Low,SEC_28,08:19,02:55,18,Yes,2,1,Green,No,None,0,12,8
15510,Maintenance,High,SEC_26,06:04,19:55,15,Yes,1,4,Yellow,No,None,0,20,6
15511,Local,Medium,SEC_10,14:24,16:15,0,No,0,1,Yellow,No,None,0,10,14
15512,Express,High,SEC_24,12:43,10:12,1,No,2,2,Green,No,None,1,18,12
15513,Passenger,Medium,SEC_17,23:14,17:13,18,No,0,4,Yellow,No,Breakdown,0,12,23
15514,Freight,High,SEC_16,23:57,01:11,30,Yes,0,3,Green,No,None,0,16,23
15515,Express,Medium,SEC_17,18:56,21:20,13,Yes,0,2,Red,No,None,0,13,18
15516,Express,Medium,SEC_01,23:18,09:38,14,No,4,2,Green,No,None,0,19,23
15517,Passenger,High,SEC_21,09:16,01:56,1,Yes,3,3,Green,No,None,0,16,9
15518,Local,High,SEC_47,15:04,17:48,12,Yes,0,3,Yellow,Yes,Weather,1,17,15
15519,Express,Medium,SEC_49,03:55,15:33,19,No,2,4,Red,No,None,0,11,3
15520,Express,Medium,SEC_43,21:09,10:18,28,No,3,2,Yellow,No,None,1,11,21
15521,Local,Low,SEC_22,20:24,21:06,19,Yes,4,2,Yellow,No,None,1,10,20
15522,Passenger,Medium,SEC_05,05:29,21:16,10,No,1,3,Red,No,None,0,16,5
15523,Express,High,SEC_36,10:10,14:08,9,No,0,2,Green,No,None,0,11,10
15524,Local,Medium,SEC_21,15:45,11:07,1,No,0,2,Red,No,None,0,12,15
15525,Express,High,SEC_09,18:21,01:48,28,Yes,4,4,Green,No,None,0,15,18
15526,Freight,Medium,SEC_27,03:36,15:54,16,Yes,2,3,Yellow,No,Breakdown,0,11,3
15527,Maintenance,Low,SEC_48,21:56,15:02,2,Yes,2,1,Green,No,None,1,20,21
15528,Freight,Medium,SEC_12,18:16,18:47,29,Yes,3,2,Green,No,None,0,18,18
15529,Express,Medium,SEC_18,17:39,10:25,3,No,3,4,Red,No,Breakdown,0,10,17
15530,Passenger,High,SEC_35,03:22,08:45,30,No,2,2,Green,No,None,0,16,3
15531,Maintenance,Medium,SEC_15,17:27,01:29,26,Yes,1,4,Red,No,None,1,12,17
15532,Freight,Low,SEC_50,10:57,12:36,30,No,2,4,Green,No,None,0,13,10
15533,Local,High,SEC_44,13:12,19:13,21,No,1,1,Green,Yes,None,0,14,13
15534,Passenger,High,SEC_30,23:57,00:31,4,Yes,4,4,Green,No,Weather,1,20,23
15535,Freight,Medium,SEC_45,15:27,05:21,29,No,1,3,Green,No,None,0,13,15
15536,Local,Medium,SEC_33,11:40,10:48,1,No,4,4,Green,No,None,1,10,11
15537,Express,Medium,SEC_36,06:41,22:53,3,Yes,0,1,Yellow,No,None,0,18,6
15538,Local,Low,SEC_40,16:49,13:13,11,No,2,2,Green,No,Breakdown,1,20,16
15539,Freight,High,SEC_30,06:58,19:06,5,Yes,3,4,Green,No,None,0,18,6
15540,Freight,Medium,SEC_26,02:14,18:25,27,Yes,0,1,Green,No,Weather,0,11,2
15541,Express,Medium,SEC_21,15:20,21:05,19,No,3,3,Yellow,No,None,0,19,15
15542,Local,High,SEC_37,16:44,12:09,26,Yes,1,2,Yellow,No,None,0,18,16
15543,Local,Medium,SEC_43,02:58,21:18,26,No,2,1,Red,No,None,1,15,2
15544,Express,High,SEC_31,19:19,09:36,29,No,2,2,Green,No,None,1,11,19
15545,Local,High,SEC_17,22:04,12:16,14,Yes,2,3,Green,Yes,Weather,0,17,22
15546,Express,High,SEC_17,08:22,21:54,6,No,0,4,Yellow,No,None,1,19,8
15547,Passenger,Low,SEC_34,17:28,04:20,28,No,4,4,Green,No,None,0,20,17
15548,Freight,Medium,SEC_24,10:42,21:38,5,No,1,1,Green,No,Weather,0,10,10
15549,Passenger,Medium,SEC_33,15:07,19:06,21,Yes,0,3,Green,No,None,0,19,15
15550,Maintenance,Medium,SEC_04,01:22,14:14,30,Yes,0,4,Green,Yes,None,0,12,1
15551,Maintenance,Medium,SEC_09,20:09,20:22,25,Yes,4,2,Yellow,No,None,1,14,20
15552,Maintenance,Medium,SEC_02,05:58,00:57,29,Yes,3,2,Red,No,Congestion,0,10,5
15553,Express,Low,SEC_35,03:20,11:01,13,No,3,3,Green,No,Breakdown,0,15,3
15554,Local,Medium,SEC_38,04:54,17:31,17,No,2,2,Green,No,Weather,1,11,4
15555,Passenger,Medium,SEC_45,10:11,14:06,26,No,0,3,Yellow,No,Weather,0,19,10
15556,Passenger,High,SEC_15,15:51,08:54,28,Yes,4,3,Green,Yes,Breakdown,1,15,15
15557,Passenger,Medium,SEC_43,20:45,21:02,6,No,4,4,Green,No,Weather,0,17,20
15558,Passenger,Medium,SEC_42,13:51,20:41,24,No,3,3,Yellow,Yes,Congestion,0,20,13
15559,Maintenance,Low,SEC_03,19:46,01:56,5,No,4,4,Green,No,Breakdown,0,14,19
15560,Passenger,High,SEC_31,07:26,21:24,23,No,3,2,Yellow,No,None,0,16,7
15561,Local,High,SEC_41,04:40,11:06,5,No,3,3,Yellow,No,None,0,16,4
15562,Maintenance,Medium,SEC_42,20:47,04:03,5,No,0,2,Red,No,Breakdown,0,13,20
15563,Passenger,High,SEC_23,23:34,00:14,19,No,1,3,Green,Yes,Breakdown,1,16,23
15564,Express,High,SEC_12,11:38,08:05,21,No,2,2,Green,Yes,None,0,19,11
15565,Freight,Low,SEC_08,16:14,13:30,9,No,1,1,Yellow,No,None,0,13,16
15566,Freight,Medium,SEC_21,14:11,01:43,3,Yes,4,3,Red,No,None,0,13,14
15567,Freight,Low,SEC_21,20:33,22:59,9,No,1,4,Green,No,None,0,19,20
